,Elevation,Time
1187,0,19:47:00
1188,0,19:48:00
1189,0,19:49:00
1190,0,19:50:00
1191,0,19:51:00
1192,0,19:52:00
1193,0,19:53:00
1194,0,19:54:00
1195,0,19:55:00
1196,0,19:56:00
1197,0,19:57:00
1198,0,19:58:00
1199,0,19:59:00
1200,0,20:00:00
1201,0,20:01:00
1202,0,20:02:00
1203,0,20:03:00
1204,0,20:04:00
1205,0,20:05:00
1206,0,20:06:00
1207,0,20:07:00
1208,0,20:08:00
1209,0,20:09:00
1210,0,20:10:00
1211,0,20:11:00
1212,0,20:12:00
1213,0,20:13:00
1214,0,20:14:00
1215,0,20:15:00
1216,0,20:16:00
1217,0,20:17:00
1218,0,20:18:00
1219,0,20:19:00
1220,0,20:20:00
1221,0,20:21:00
1222,0,20:22:00
1223,0,20:23:00
1224,0,20:24:00
1225,0,20:25:00
1226,0,20:26:00
1227,0,20:27:00
1228,0,20:28:00
1229,0,20:29:00
1230,0,20:30:00
1231,0,20:31:00
1232,0,20:32:00
1233,0,20:33:00
1234,0,20:34:00
1235,0,20:35:00
1236,0,20:36:00
1237,0,20:37:00
1238,0,20:38:00
1239,0,20:39:00
1240,0,20:40:00
1241,0,20:41:00
1242,0,20:42:00
1243,0,20:43:00
1244,0,20:44:00
1245,0,20:45:00
1246,0,20:46:00
1247,0,20:47:00
1248,0,20:48:00
1249,0,20:49:00
1250,0,20:50:00
1251,0,20:51:00
1252,0,20:52:00
1253,0,20:53:00
1254,0,20:54:00
1255,0,20:55:00
1256,0,20:56:00
1257,0,20:57:00
1258,0,20:58:00
1259,0,20:59:00
1260,0,21:00:00
1261,0,21:01:00
1262,0,21:02:00
1263,0,21:03:00
1264,0,21:04:00
1265,0,21:05:00
1266,0,21:06:00
1267,0,21:07:00
1268,0,21:08:00
1269,0,21:09:00
1270,0,21:10:00
1271,0,21:11:00
1272,0,21:12:00
1273,0,21:13:00
1274,0,21:14:00
1275,0,21:15:00
1276,0,21:16:00
1277,0,21:17:00
1278,0,21:18:00
1279,0,21:19:00
1280,0,21:20:00
1281,0,21:21:00
1282,0,21:22:00
1283,0,21:23:00
1284,0,21:24:00
1285,0,21:25:00
1286,0,21:26:00
1287,0,21:27:00
1288,0,21:28:00
1289,0,21:29:00
1290,0,21:30:00
1291,0,21:31:00
1292,0,21:32:00
1293,0,21:33:00
1294,0,21:34:00
1295,0,21:35:00
1296,0,21:36:00
1297,0,21:37:00
1298,0,21:38:00
1299,0,21:39:00
1300,0,21:40:00
1301,0,21:41:00
1302,0,21:42:00
1303,0,21:43:00
1304,0,21:44:00
1305,0,21:45:00
1306,0,21:46:00
1307,0,21:47:00
1308,0,21:48:00
1309,0,21:49:00
1310,0,21:50:00
1311,0,21:51:00
1312,0,21:52:00
1313,0,21:53:00
1314,0,21:54:00
1315,0,21:55:00
1316,0,21:56:00
1317,0,21:57:00
1318,0,21:58:00
1319,0,21:59:00
1320,0,22:00:00
1321,0,22:01:00
1322,0,22:02:00
1323,0,22:03:00
1324,0,22:04:00
1325,0,22:05:00
1326,0,22:06:00
1327,0,22:07:00
1328,0,22:08:00
1329,0,22:09:00
1330,0,22:10:00
1331,0,22:11:00
1332,0,22:12:00
1333,0,22:13:00
1334,0,22:14:00
1335,0,22:15:00
1336,0,22:16:00
1337,0,22:17:00
1338,0,22:18:00
1339,0,22:19:00
1340,0,22:20:00
1341,0,22:21:00
1342,0,22:22:00
1343,0,22:23:00
1344,0,22:24:00
1345,0,22:25:00
1346,0,22:26:00
1347,0,22:27:00
1348,0,22:28:00
1349,0,22:29:00
1350,0,22:30:00
1351,0,22:31:00
1352,0,22:32:00
1353,0,22:33:00
1354,0,22:34:00
1355,10,22:35:00
1356,0,22:36:00
1357,10,22:37:00
1358,0,22:38:00
1359,0,22:39:00
1360,0,22:40:00
1361,0,22:41:00
